Run ID,Browser Order,Browser,Timestamp,Total Power(mW),Pre Idle Baseline(mW),Post Idle Baseline(mW),Matched Idle Baseline(mW),Net Browser Power(mW)
8ac41ed7-9cf6-4c1e-87d5-8005e1445227,1,Safari,1776665282,8289.33,1493.95,2711.99,2102.97,6186.36
8ac41ed7-9cf6-4c1e-87d5-8005e1445227,1,Safari,1776665283,8289.33,1493.95,2711.99,2102.97,6186.36
8ac41ed7-9cf6-4c1e-87d5-8005e1445227,1,Safari,1776665284,8289.33,1493.95,2711.99,2102.97,6186.36
8ac41ed7-9cf6-4c1e-87d5-8005e1445227,1,Safari,1776665285,8289.33,1493.95,2711.99,2102.97,6186.36
8ac41ed7-9cf6-4c1e-87d5-8005e1445227,1,Safari,1776665286,8289.33,1493.95,2711.99,2102.97,6186.36
8ac41ed7-9cf6-4c1e-87d5-8005e1445227,1,Safari,1776665287,8289.33,1493.95,2711.99,2102.97,6186.36
8ac41ed7-9cf6-4c1e-87d5-8005e1445227,1,Safari,1776665288,8289.33,1493.95,2711.99,2102.97,6186.36
8ac41ed7-9cf6-4c1e-87d5-8005e1445227,1,Safari,1776665289,8289.33,1493.95,2711.99,2102.97,6186.36
8ac41ed7-9cf6-4c1e-87d5-8005e1445227,1,Safari,1776665290,8289.33,1493.95,2711.99,2102.97,6186.36
8ac41ed7-9cf6-4c1e-87d5-8005e1445227,1,Safari,1776665291,8289.33,1493.95,2711.99,2102.97,6186.36
8ac41ed7-9cf6-4c1e-87d5-8005e1445227,1,Safari,1776665292,8289.33,1493.95,2711.99,2102.97,6186.36
8ac41ed7-9cf6-4c1e-87d5-8005e1445227,1,Safari,1776665293,8289.33,1493.95,2711.99,2102.97,6186.36
8ac41ed7-9cf6-4c1e-87d5-8005e1445227,1,Safari,1776665294,8289.33,1493.95,2711.99,2102.97,6186.36
8ac41ed7-9cf6-4c1e-87d5-8005e1445227,1,Safari,1776665295,8289.33,1493.95,2711.99,2102.97,6186.36
8ac41ed7-9cf6-4c1e-87d5-8005e1445227,1,Safari,1776665296,8289.33,1493.95,2711.99,2102.97,6186.36
8ac41ed7-9cf6-4c1e-87d5-8005e1445227,1,Safari,1776665297,8289.33,1493.95,2711.99,2102.97,6186.36
8ac41ed7-9cf6-4c1e-87d5-8005e1445227,1,Safari,1776665298,8289.33,1493.95,2711.99,2102.97,6186.36
8ac41ed7-9cf6-4c1e-87d5-8005e1445227,1,Safari,1776665299,8289.33,1493.95,2711.99,2102.97,6186.36
8ac41ed7-9cf6-4c1e-87d5-8005e1445227,1,Safari,1776665300,8289.33,1493.95,2711.99,2102.97,6186.36
8ac41ed7-9cf6-4c1e-87d5-8005e1445227,1,Safari,1776665301,8289.33,1493.95,2711.99,2102.97,6186.36
8ac41ed7-9cf6-4c1e-87d5-8005e1445227,1,Safari,1776665302,8289.33,1493.95,2711.99,2102.97,6186.36
8ac41ed7-9cf6-4c1e-87d5-8005e1445227,1,Safari,1776665303,8289.33,1493.95,2711.99,2102.97,6186.36
8ac41ed7-9cf6-4c1e-87d5-8005e1445227,1,Safari,1776665304,4657.45,1493.95,2711.99,2102.97,2554.48
8ac41ed7-9cf6-4c1e-87d5-8005e1445227,1,Safari,1776665306,4657.45,1493.95,2711.99,2102.97,2554.48
8ac41ed7-9cf6-4c1e-87d5-8005e1445227,1,Safari,1776665307,4657.45,1493.95,2711.99,2102.97,2554.48
8ac41ed7-9cf6-4c1e-87d5-8005e1445227,1,Safari,1776665308,4657.45,1493.95,2711.99,2102.97,2554.48
8ac41ed7-9cf6-4c1e-87d5-8005e1445227,1,Safari,1776665309,4657.45,1493.95,2711.99,2102.97,2554.48
8ac41ed7-9cf6-4c1e-87d5-8005e1445227,1,Safari,1776665310,4657.45,1493.95,2711.99,2102.97,2554.48
8ac41ed7-9cf6-4c1e-87d5-8005e1445227,1,Safari,1776665311,4657.45,1493.95,2711.99,2102.97,2554.48
8ac41ed7-9cf6-4c1e-87d5-8005e1445227,1,Safari,1776665312,4657.45,1493.95,2711.99,2102.97,2554.48
8ac41ed7-9cf6-4c1e-87d5-8005e1445227,1,Safari,1776665313,4657.45,1493.95,2711.99,2102.97,2554.48
8ac41ed7-9cf6-4c1e-87d5-8005e1445227,1,Safari,1776665314,4657.45,1493.95,2711.99,2102.97,2554.48
8ac41ed7-9cf6-4c1e-87d5-8005e1445227,1,Safari,1776665315,4657.45,1493.95,2711.99,2102.97,2554.48
8ac41ed7-9cf6-4c1e-87d5-8005e1445227,1,Safari,1776665316,4657.45,1493.95,2711.99,2102.97,2554.48
8ac41ed7-9cf6-4c1e-87d5-8005e1445227,1,Safari,1776665317,4657.45,1493.95,2711.99,2102.97,2554.48
8ac41ed7-9cf6-4c1e-87d5-8005e1445227,1,Safari,1776665318,4657.45,1493.95,2711.99,2102.97,2554.48
8ac41ed7-9cf6-4c1e-87d5-8005e1445227,1,Safari,1776665319,4657.45,1493.95,2711.99,2102.97,2554.48
8ac41ed7-9cf6-4c1e-87d5-8005e1445227,1,Safari,1776665320,4657.45,1493.95,2711.99,2102.97,2554.48
8ac41ed7-9cf6-4c1e-87d5-8005e1445227,1,Safari,1776665321,4657.45,1493.95,2711.99,2102.97,2554.48
8ac41ed7-9cf6-4c1e-87d5-8005e1445227,1,Safari,1776665322,4657.45,1493.95,2711.99,2102.97,2554.48
8ac41ed7-9cf6-4c1e-87d5-8005e1445227,1,Safari,1776665323,4657.45,1493.95,2711.99,2102.97,2554.48
8ac41ed7-9cf6-4c1e-87d5-8005e1445227,1,Safari,1776665324,4657.45,1493.95,2711.99,2102.97,2554.48
8ac41ed7-9cf6-4c1e-87d5-8005e1445227,1,Safari,1776665325,4657.45,1493.95,2711.99,2102.97,2554.48
8ac41ed7-9cf6-4c1e-87d5-8005e1445227,1,Safari,1776665326,4657.45,1493.95,2711.99,2102.97,2554.48
8ac41ed7-9cf6-4c1e-87d5-8005e1445227,1,Safari,1776665327,4657.45,1493.95,2711.99,2102.97,2554.48
8ac41ed7-9cf6-4c1e-87d5-8005e1445227,1,Safari,1776665329,4657.45,1493.95,2711.99,2102.97,2554.48
8ac41ed7-9cf6-4c1e-87d5-8005e1445227,1,Safari,1776665330,4657.45,1493.95,2711.99,2102.97,2554.48
8ac41ed7-9cf6-4c1e-87d5-8005e1445227,1,Safari,1776665331,4657.45,1493.95,2711.99,2102.97,2554.48
8ac41ed7-9cf6-4c1e-87d5-8005e1445227,1,Safari,1776665332,4657.45,1493.95,2711.99,2102.97,2554.48
8ac41ed7-9cf6-4c1e-87d5-8005e1445227,1,Safari,1776665333,4657.45,1493.95,2711.99,2102.97,2554.48
8ac41ed7-9cf6-4c1e-87d5-8005e1445227,1,Safari,1776665334,4657.45,1493.95,2711.99,2102.97,2554.48
8ac41ed7-9cf6-4c1e-87d5-8005e1445227,1,Safari,1776665335,4657.45,1493.95,2711.99,2102.97,2554.48
8ac41ed7-9cf6-4c1e-87d5-8005e1445227,1,Safari,1776665336,4657.45,1493.95,2711.99,2102.97,2554.48
8ac41ed7-9cf6-4c1e-87d5-8005e1445227,1,Safari,1776665337,4657.45,1493.95,2711.99,2102.97,2554.48
8ac41ed7-9cf6-4c1e-87d5-8005e1445227,1,Safari,1776665338,4657.45,1493.95,2711.99,2102.97,2554.48
8ac41ed7-9cf6-4c1e-87d5-8005e1445227,1,Safari,1776665339,4657.45,1493.95,2711.99,2102.97,2554.48
8ac41ed7-9cf6-4c1e-87d5-8005e1445227,1,Safari,1776665340,4657.45,1493.95,2711.99,2102.97,2554.48
8ac41ed7-9cf6-4c1e-87d5-8005e1445227,1,Safari,1776665341,4657.45,1493.95,2711.99,2102.97,2554.48
8ac41ed7-9cf6-4c1e-87d5-8005e1445227,1,Safari,1776665342,4657.45,1493.95,2711.99,2102.97,2554.48
8ac41ed7-9cf6-4c1e-87d5-8005e1445227,1,Safari,1776665343,4657.45,1493.95,2711.99,2102.97,2554.48
8ac41ed7-9cf6-4c1e-87d5-8005e1445227,1,Safari,1776665344,4657.45,1493.95,2711.99,2102.97,2554.48
8ac41ed7-9cf6-4c1e-87d5-8005e1445227,1,Safari,1776665345,4657.45,1493.95,2711.99,2102.97,2554.48
8ac41ed7-9cf6-4c1e-87d5-8005e1445227,1,Safari,1776665346,4657.45,1493.95,2711.99,2102.97,2554.48
8ac41ed7-9cf6-4c1e-87d5-8005e1445227,1,Safari,1776665347,4657.45,1493.95,2711.99,2102.97,2554.48
8ac41ed7-9cf6-4c1e-87d5-8005e1445227,1,Safari,1776665348,4657.45,1493.95,2711.99,2102.97,2554.48
8ac41ed7-9cf6-4c1e-87d5-8005e1445227,1,Safari,1776665350,4657.45,1493.95,2711.99,2102.97,2554.48
8ac41ed7-9cf6-4c1e-87d5-8005e1445227,1,Safari,1776665351,4657.45,1493.95,2711.99,2102.97,2554.48
8ac41ed7-9cf6-4c1e-87d5-8005e1445227,1,Safari,1776665352,4657.45,1493.95,2711.99,2102.97,2554.48
8ac41ed7-9cf6-4c1e-87d5-8005e1445227,1,Safari,1776665353,4657.45,1493.95,2711.99,2102.97,2554.48
8ac41ed7-9cf6-4c1e-87d5-8005e1445227,1,Safari,1776665354,4657.45,1493.95,2711.99,2102.97,2554.48
8ac41ed7-9cf6-4c1e-87d5-8005e1445227,1,Safari,1776665355,4657.45,1493.95,2711.99,2102.97,2554.48
8ac41ed7-9cf6-4c1e-87d5-8005e1445227,1,Safari,1776665356,4657.45,1493.95,2711.99,2102.97,2554.48
8ac41ed7-9cf6-4c1e-87d5-8005e1445227,1,Safari,1776665357,4657.45,1493.95,2711.99,2102.97,2554.48
8ac41ed7-9cf6-4c1e-87d5-8005e1445227,1,Safari,1776665358,4657.45,1493.95,2711.99,2102.97,2554.48
8ac41ed7-9cf6-4c1e-87d5-8005e1445227,1,Safari,1776665359,4657.45,1493.95,2711.99,2102.97,2554.48
8ac41ed7-9cf6-4c1e-87d5-8005e1445227,1,Safari,1776665360,4657.45,1493.95,2711.99,2102.97,2554.48
8ac41ed7-9cf6-4c1e-87d5-8005e1445227,1,Safari,1776665361,4657.45,1493.95,2711.99,2102.97,2554.48
8ac41ed7-9cf6-4c1e-87d5-8005e1445227,1,Safari,1776665362,4657.45,1493.95,2711.99,2102.97,2554.48
8ac41ed7-9cf6-4c1e-87d5-8005e1445227,1,Safari,1776665363,4657.45,1493.95,2711.99,2102.97,2554.48
8ac41ed7-9cf6-4c1e-87d5-8005e1445227,1,Safari,1776665364,2946.38,1493.95,2711.99,2102.97,843.42
8ac41ed7-9cf6-4c1e-87d5-8005e1445227,1,Safari,1776665365,2946.38,1493.95,2711.99,2102.97,843.42
8ac41ed7-9cf6-4c1e-87d5-8005e1445227,1,Safari,1776665366,2946.38,1493.95,2711.99,2102.97,843.42
8ac41ed7-9cf6-4c1e-87d5-8005e1445227,1,Safari,1776665367,2946.38,1493.95,2711.99,2102.97,843.42
8ac41ed7-9cf6-4c1e-87d5-8005e1445227,1,Safari,1776665368,2946.38,1493.95,2711.99,2102.97,843.42
8ac41ed7-9cf6-4c1e-87d5-8005e1445227,1,Safari,1776665369,2946.38,1493.95,2711.99,2102.97,843.42
8ac41ed7-9cf6-4c1e-87d5-8005e1445227,1,Safari,1776665370,2946.38,1493.95,2711.99,2102.97,843.42
8ac41ed7-9cf6-4c1e-87d5-8005e1445227,1,Safari,1776665372,2946.38,1493.95,2711.99,2102.97,843.42
8ac41ed7-9cf6-4c1e-87d5-8005e1445227,1,Safari,1776665373,2946.38,1493.95,2711.99,2102.97,843.42
8ac41ed7-9cf6-4c1e-87d5-8005e1445227,1,Safari,1776665374,2946.38,1493.95,2711.99,2102.97,843.42
8ac41ed7-9cf6-4c1e-87d5-8005e1445227,1,Safari,1776665375,2946.38,1493.95,2711.99,2102.97,843.42
8ac41ed7-9cf6-4c1e-87d5-8005e1445227,1,Safari,1776665376,2946.38,1493.95,2711.99,2102.97,843.42
8ac41ed7-9cf6-4c1e-87d5-8005e1445227,1,Safari,1776665377,2946.38,1493.95,2711.99,2102.97,843.42
8ac41ed7-9cf6-4c1e-87d5-8005e1445227,1,Safari,1776665378,2946.38,1493.95,2711.99,2102.97,843.42
8ac41ed7-9cf6-4c1e-87d5-8005e1445227,1,Safari,1776665379,2946.38,1493.95,2711.99,2102.97,843.42
8ac41ed7-9cf6-4c1e-87d5-8005e1445227,1,Safari,1776665380,2946.38,1493.95,2711.99,2102.97,843.42
8ac41ed7-9cf6-4c1e-87d5-8005e1445227,1,Safari,1776665381,2946.38,1493.95,2711.99,2102.97,843.42
8ac41ed7-9cf6-4c1e-87d5-8005e1445227,1,Safari,1776665382,2946.38,1493.95,2711.99,2102.97,843.42
8ac41ed7-9cf6-4c1e-87d5-8005e1445227,1,Safari,1776665383,2946.38,1493.95,2711.99,2102.97,843.42
8ac41ed7-9cf6-4c1e-87d5-8005e1445227,1,Safari,1776665384,2946.38,1493.95,2711.99,2102.97,843.42
8ac41ed7-9cf6-4c1e-87d5-8005e1445227,1,Safari,1776665385,2946.38,1493.95,2711.99,2102.97,843.42
8ac41ed7-9cf6-4c1e-87d5-8005e1445227,1,Safari,1776665386,2946.38,1493.95,2711.99,2102.97,843.42
8ac41ed7-9cf6-4c1e-87d5-8005e1445227,1,Safari,1776665387,2946.38,1493.95,2711.99,2102.97,843.42
8ac41ed7-9cf6-4c1e-87d5-8005e1445227,1,Safari,1776665388,2946.38,1493.95,2711.99,2102.97,843.42
8ac41ed7-9cf6-4c1e-87d5-8005e1445227,1,Safari,1776665389,2946.38,1493.95,2711.99,2102.97,843.42
8ac41ed7-9cf6-4c1e-87d5-8005e1445227,1,Safari,1776665390,2946.38,1493.95,2711.99,2102.97,843.42
8ac41ed7-9cf6-4c1e-87d5-8005e1445227,1,Safari,1776665391,2946.38,1493.95,2711.99,2102.97,843.42
8ac41ed7-9cf6-4c1e-87d5-8005e1445227,1,Safari,1776665392,2946.38,1493.95,2711.99,2102.97,843.42
8ac41ed7-9cf6-4c1e-87d5-8005e1445227,1,Safari,1776665393,2946.38,1493.95,2711.99,2102.97,843.42
8ac41ed7-9cf6-4c1e-87d5-8005e1445227,1,Safari,1776665394,2946.38,1493.95,2711.99,2102.97,843.42
8ac41ed7-9cf6-4c1e-87d5-8005e1445227,1,Safari,1776665395,2946.38,1493.95,2711.99,2102.97,843.42
8ac41ed7-9cf6-4c1e-87d5-8005e1445227,1,Safari,1776665396,2946.38,1493.95,2711.99,2102.97,843.42
8ac41ed7-9cf6-4c1e-87d5-8005e1445227,1,Safari,1776665398,2946.38,1493.95,2711.99,2102.97,843.42
8ac41ed7-9cf6-4c1e-87d5-8005e1445227,1,Safari,1776665399,2946.38,1493.95,2711.99,2102.97,843.42
8ac41ed7-9cf6-4c1e-87d5-8005e1445227,1,Safari,1776665400,2946.38,1493.95,2711.99,2102.97,843.42
8ac41ed7-9cf6-4c1e-87d5-8005e1445227,1,Safari,1776665401,2946.38,1493.95,2711.99,2102.97,843.42
8ac41ed7-9cf6-4c1e-87d5-8005e1445227,1,Safari,1776665402,2946.38,1493.95,2711.99,2102.97,843.42
8ac41ed7-9cf6-4c1e-87d5-8005e1445227,1,Safari,1776665403,2946.38,1493.95,2711.99,2102.97,843.42
8ac41ed7-9cf6-4c1e-87d5-8005e1445227,1,Safari,1776665404,2946.38,1493.95,2711.99,2102.97,843.42
8ac41ed7-9cf6-4c1e-87d5-8005e1445227,1,Safari,1776665405,2946.38,1493.95,2711.99,2102.97,843.42
8ac41ed7-9cf6-4c1e-87d5-8005e1445227,1,Safari,1776665406,2946.38,1493.95,2711.99,2102.97,843.42
8ac41ed7-9cf6-4c1e-87d5-8005e1445227,1,Safari,1776665407,2946.38,1493.95,2711.99,2102.97,843.42
8ac41ed7-9cf6-4c1e-87d5-8005e1445227,1,Safari,1776665408,2946.38,1493.95,2711.99,2102.97,843.42
8ac41ed7-9cf6-4c1e-87d5-8005e1445227,1,Safari,1776665409,2946.38,1493.95,2711.99,2102.97,843.42
8ac41ed7-9cf6-4c1e-87d5-8005e1445227,1,Safari,1776665410,2946.38,1493.95,2711.99,2102.97,843.42
8ac41ed7-9cf6-4c1e-87d5-8005e1445227,1,Safari,1776665411,2946.38,1493.95,2711.99,2102.97,843.42
8ac41ed7-9cf6-4c1e-87d5-8005e1445227,1,Safari,1776665412,2946.38,1493.95,2711.99,2102.97,843.42
8ac41ed7-9cf6-4c1e-87d5-8005e1445227,1,Safari,1776665413,2946.38,1493.95,2711.99,2102.97,843.42
8ac41ed7-9cf6-4c1e-87d5-8005e1445227,1,Safari,1776665414,2946.38,1493.95,2711.99,2102.97,843.42
8ac41ed7-9cf6-4c1e-87d5-8005e1445227,1,Safari,1776665415,2946.38,1493.95,2711.99,2102.97,843.42
8ac41ed7-9cf6-4c1e-87d5-8005e1445227,1,Safari,1776665416,2946.38,1493.95,2711.99,2102.97,843.42
8ac41ed7-9cf6-4c1e-87d5-8005e1445227,1,Safari,1776665417,2946.38,1493.95,2711.99,2102.97,843.42
8ac41ed7-9cf6-4c1e-87d5-8005e1445227,1,Safari,1776665418,2946.38,1493.95,2711.99,2102.97,843.42
8ac41ed7-9cf6-4c1e-87d5-8005e1445227,1,Safari,1776665419,2946.38,1493.95,2711.99,2102.97,843.42
8ac41ed7-9cf6-4c1e-87d5-8005e1445227,1,Safari,1776665420,2946.38,1493.95,2711.99,2102.97,843.42
8ac41ed7-9cf6-4c1e-87d5-8005e1445227,1,Safari,1776665421,2946.38,1493.95,2711.99,2102.97,843.42
8ac41ed7-9cf6-4c1e-87d5-8005e1445227,1,Safari,1776665422,2946.38,1493.95,2711.99,2102.97,843.42
8ac41ed7-9cf6-4c1e-87d5-8005e1445227,1,Safari,1776665423,2946.38,1493.95,2711.99,2102.97,843.42
8ac41ed7-9cf6-4c1e-87d5-8005e1445227,1,Safari,1776665425,1958.22,1493.95,2711.99,2102.97,0.00
8ac41ed7-9cf6-4c1e-87d5-8005e1445227,1,Safari,1776665426,1958.22,1493.95,2711.99,2102.97,0.00
8ac41ed7-9cf6-4c1e-87d5-8005e1445227,1,Safari,1776665427,1958.22,1493.95,2711.99,2102.97,0.00
8ac41ed7-9cf6-4c1e-87d5-8005e1445227,1,Safari,1776665428,1958.22,1493.95,2711.99,2102.97,0.00
8ac41ed7-9cf6-4c1e-87d5-8005e1445227,1,Safari,1776665429,1958.22,1493.95,2711.99,2102.97,0.00
8ac41ed7-9cf6-4c1e-87d5-8005e1445227,1,Safari,1776665430,1958.22,1493.95,2711.99,2102.97,0.00
8ac41ed7-9cf6-4c1e-87d5-8005e1445227,1,Safari,1776665431,1958.22,1493.95,2711.99,2102.97,0.00
8ac41ed7-9cf6-4c1e-87d5-8005e1445227,1,Safari,1776665432,1958.22,1493.95,2711.99,2102.97,0.00
8ac41ed7-9cf6-4c1e-87d5-8005e1445227,1,Safari,1776665433,1958.22,1493.95,2711.99,2102.97,0.00
8ac41ed7-9cf6-4c1e-87d5-8005e1445227,1,Safari,1776665434,1958.22,1493.95,2711.99,2102.97,0.00
8ac41ed7-9cf6-4c1e-87d5-8005e1445227,1,Safari,1776665435,1958.22,1493.95,2711.99,2102.97,0.00
8ac41ed7-9cf6-4c1e-87d5-8005e1445227,1,Safari,1776665436,1958.22,1493.95,2711.99,2102.97,0.00
8ac41ed7-9cf6-4c1e-87d5-8005e1445227,1,Safari,1776665437,1958.22,1493.95,2711.99,2102.97,0.00
8ac41ed7-9cf6-4c1e-87d5-8005e1445227,1,Safari,1776665438,1958.22,1493.95,2711.99,2102.97,0.00
8ac41ed7-9cf6-4c1e-87d5-8005e1445227,1,Safari,1776665439,1958.22,1493.95,2711.99,2102.97,0.00
8ac41ed7-9cf6-4c1e-87d5-8005e1445227,1,Safari,1776665440,1958.22,1493.95,2711.99,2102.97,0.00
8ac41ed7-9cf6-4c1e-87d5-8005e1445227,1,Safari,1776665441,1958.22,1493.95,2711.99,2102.97,0.00
8ac41ed7-9cf6-4c1e-87d5-8005e1445227,1,Safari,1776665442,1958.22,1493.95,2711.99,2102.97,0.00
8ac41ed7-9cf6-4c1e-87d5-8005e1445227,1,Safari,1776665443,1958.22,1493.95,2711.99,2102.97,0.00
8ac41ed7-9cf6-4c1e-87d5-8005e1445227,1,Safari,1776665444,1958.22,1493.95,2711.99,2102.97,0.00
8ac41ed7-9cf6-4c1e-87d5-8005e1445227,1,Safari,1776665445,1958.22,1493.95,2711.99,2102.97,0.00
8ac41ed7-9cf6-4c1e-87d5-8005e1445227,1,Safari,1776665446,1958.22,1493.95,2711.99,2102.97,0.00
8ac41ed7-9cf6-4c1e-87d5-8005e1445227,1,Safari,1776665447,1958.22,1493.95,2711.99,2102.97,0.00
8ac41ed7-9cf6-4c1e-87d5-8005e1445227,1,Safari,1776665448,1958.22,1493.95,2711.99,2102.97,0.00
8ac41ed7-9cf6-4c1e-87d5-8005e1445227,1,Safari,1776665449,1958.22,1493.95,2711.99,2102.97,0.00
8ac41ed7-9cf6-4c1e-87d5-8005e1445227,1,Safari,1776665451,2682.85,1493.95,2711.99,2102.97,579.88
8ac41ed7-9cf6-4c1e-87d5-8005e1445227,1,Safari,1776665452,2682.85,1493.95,2711.99,2102.97,579.88
8ac41ed7-9cf6-4c1e-87d5-8005e1445227,1,Safari,1776665453,2682.85,1493.95,2711.99,2102.97,579.88
8ac41ed7-9cf6-4c1e-87d5-8005e1445227,1,Safari,1776665454,2682.85,1493.95,2711.99,2102.97,579.88
8ac41ed7-9cf6-4c1e-87d5-8005e1445227,1,Safari,1776665455,2682.85,1493.95,2711.99,2102.97,579.88
8ac41ed7-9cf6-4c1e-87d5-8005e1445227,1,Safari,1776665456,2682.85,1493.95,2711.99,2102.97,579.88
8ac41ed7-9cf6-4c1e-87d5-8005e1445227,1,Safari,1776665457,2682.85,1493.95,2711.99,2102.97,579.88
8ac41ed7-9cf6-4c1e-87d5-8005e1445227,1,Safari,1776665458,2682.85,1493.95,2711.99,2102.97,579.88
8ac41ed7-9cf6-4c1e-87d5-8005e1445227,1,Safari,1776665459,2682.85,1493.95,2711.99,2102.97,579.88
8ac41ed7-9cf6-4c1e-87d5-8005e1445227,1,Safari,1776665460,2682.85,1493.95,2711.99,2102.97,579.88
8ac41ed7-9cf6-4c1e-87d5-8005e1445227,1,Safari,1776665461,2682.85,1493.95,2711.99,2102.97,579.88
8ac41ed7-9cf6-4c1e-87d5-8005e1445227,1,Safari,1776665462,2682.85,1493.95,2711.99,2102.97,579.88
8ac41ed7-9cf6-4c1e-87d5-8005e1445227,1,Safari,1776665463,2682.85,1493.95,2711.99,2102.97,579.88
8ac41ed7-9cf6-4c1e-87d5-8005e1445227,1,Safari,1776665464,2682.85,1493.95,2711.99,2102.97,579.88
